Approved Symbol	Previous Symbols	Synonyms	RefSeq IDs	Gene family description	Ensembl ID (mapped data supplied by Ensembl)
LILRA2		LIR-7, ILT1, CD85h, LIR7		"Leukocyte immunoglobulin-like receptors", "CD molecules"	ENSG00000239998
LILRA3		LIR-4, HM43, ILT6, HM31, LIR4, CD85e		"Leukocyte immunoglobulin-like receptors", "CD molecules"	ENSG00000170866
LILRA4		ILT7, CD85g	NM_012276	"Leukocyte immunoglobulin-like receptors", "CD molecules"	ENSG00000239961
LILRA5	LILRB7	ILT11, LIR9, CD85, CD85f	NM_181985	"Leukocyte immunoglobulin-like receptors", "CD molecules"	ENSG00000187116
LILRA6	LILRB6	ILT8, CD85b	NM_024318	"Leukocyte immunoglobulin-like receptors", "CD molecules"	ENSG00000244482
LILRB1		LIR-1, ILT2, MIR-7, CD85, LIR1, CD85j		"Leukocyte immunoglobulin-like receptors", "CD molecules"	ENSG00000104972
LILRB2		LIR-2, ILT4, MIR-10, LIR2, CD85d, MIR10		"Leukocyte immunoglobulin-like receptors", "CD molecules"	ENSG00000131042
LILRB3		LIR-3, HL9, ILT5, LIR3, CD85a	NM_006864	"Leukocyte immunoglobulin-like receptors", "CD molecules"	ENSG00000204577
LILRB4		LIR-5, ILT3, HM18, LIR5, CD85k		"Leukocyte immunoglobulin-like receptors", "CD molecules"	ENSG00000186818
LILRB5		LIR-8, LIR8, CD85c		"Leukocyte immunoglobulin-like receptors", "CD molecules"	ENSG00000105609
LILRP1		ILT9, CD85l, LILRA6P	NG_002681	"Leukocyte immunoglobulin-like receptors", "CD molecules"	ENSG00000186152
LILRP2		ILT10, CD85m	NM_024317	"Leukocyte immunoglobulin-like receptors", "CD molecules"	ENSG00000240258
LIM2		MP19, MP17	NM_030657		ENSG00000105370
LIMA1		EPLIN	NM_016357		ENSG00000050405
LIMAB1~withdrawn					
LIMCH1		DKFZP686A01247, LIMCH1A, LMO7B	NM_014988		ENSG00000064042
LIMD1			NM_014240		ENSG00000144791
LIMD2		MGC10986	NM_030576		ENSG00000136490
LIME1		FLJ20406, dJ583P15.4, LIME	NM_017806		ENSG00000203896
LIMK1		LIMK	NM_002314		ENSG00000106683
LIMK2			NM_016733		ENSG00000182541
LIMM					
LIMS1		PINCH, PINCH1	NM_004987		ENSG00000169756
LIMS2			NM_017980		ENSG00000072163
LIMS3			NM_033514		ENSG00000240428
LIMS3L			NM_001205288		ENSG00000256671
LIN7A		MALS-1, TIP-33, LIN-7A, VELI1			ENSG00000111052
LIN7B		MALS-2, LIN-7B, VELI2	NM_022165		ENSG00000104863
LIN7C		MALS-3, Lin7c, LIN-7C, LIN-7-C, VELI3, FLJ11215	NM_018362		ENSG00000148943
LIN9		TGS	NM_173083		ENSG00000183814
LIN28A	LIN28	LIN-28, FLJ12457, ZCCHC1, CSDD1	NM_024674	"Zinc fingers, CCHC domain containing"	ENSG00000131914
LIN28AP1					ENSG00000213120
LIN28AP2					ENSG00000228473
LIN28AP3					
LIN28B		FLJ16517, CSDD2	NM_001004317		ENSG00000187772
LIN37		ZK418.4, F25965, lin-37	NM_019104		ENSG00000188223
LIN52	C14orf46				ENSG00000205659
LIN54		MIP120, DKFZp686L1814, JC8.6, CXCDC1	NM_194282		ENSG00000189308
LINC00028	C20orf93, NCRNA00028	dJ1093G12.6	NR_024358	"ncRNAs / Long non-coding RNAs"	ENSG00000233354
LINC00029	C20orf51, NCRNA00029	bA305P22.4		"ncRNAs / Long non-coding RNAs"	ENSG00000125514
LINC00032	C9orf14, NCRNA00032		NR_026679	"ncRNAs / Long non-coding RNAs"	ENSG00000231459
LINC00051	C8orf43, NCRNA00051			"ncRNAs / Long non-coding RNAs"	ENSG00000254008
LINC00052	TMEM83, NCRNA00052	FLJ31461	XR_017978	"ncRNAs / Long non-coding RNAs"	ENSG00000259527
LINC00083	NCRNA00083	FLJ44005, RP4-593C16.2	XR_040317	"ncRNAs / Long non-coding RNAs"	ENSG00000188585
LINC00085	NCRNA00085	SPACA6	XR_041605	"ncRNAs / Long non-coding RNAs"	ENSG00000182310
LINC00086	NCRNA00086	MGC39606		"ncRNAs / Long non-coding RNAs"	ENSG00000178947
LINC00087	NCRNA00087	RP11-85L21.2		"ncRNAs / Long non-coding RNAs"	ENSG00000196972
LINC00092	NCRNA00092	bA346B7.1		"ncRNAs / Long non-coding RNAs"	ENSG00000225194
LINC00094	NCRNA00094	FLJ35348, bA374P20.3		"ncRNAs / Long non-coding RNAs"	ENSG00000235106
LINC00102	NCRNA00102	OTTHUMT00000055623		"Pseudoautosomal regions / PAR1", "ncRNAs / Long non-coding RNAs"	ENSG00000230542
LINC00106	CXYorf8, NCRNA00106	OTTHUMG00000021061		"Pseudoautosomal regions / PAR1", "ncRNAs / Long non-coding RNAs"	ENSG00000236871
LINC00108	CXYorf11, NCRNA00108	OTTHUMT00000107057	NG_005526	"Pseudoautosomal regions / PAR1", "ncRNAs / Long non-coding RNAs"	ENSG00000228572
LINC00111	C21orf21, NCRNA00111			"ncRNAs / Long non-coding RNAs"	ENSG00000227702
LINC00112	C21orf22, NCRNA00112		NR_024028	"ncRNAs / Long non-coding RNAs"	ENSG00000232401
LINC00113	C21orf23, NCRNA00113			"ncRNAs / Long non-coding RNAs"	ENSG00000225298
LINC00114	C21orf24, NCRNA00114		XR_041645	"ncRNAs / Long non-coding RNAs"	ENSG00000223806
LINC00115	NCRNA00115	FLJ22639	XR_017693	"ncRNAs / Long non-coding RNAs"	ENSG00000225880
LINC00116	NCRNA00116		XR_017795	"ncRNAs / Long non-coding RNAs"	ENSG00000175701
LINC00152	C2orf59, NCRNA00152	MGC4677	XR_042051	"ncRNAs / Long non-coding RNAs"	ENSG00000222041
LINC00158	C21orf42, NCRNA00158			"ncRNAs / Long non-coding RNAs"	ENSG00000185433
LINC00159	C21orf44, NCRNA00159			"ncRNAs / Long non-coding RNAs"	ENSG00000230323
LINC00160	C21orf52, NCRNA00160			"ncRNAs / Long non-coding RNAs"	ENSG00000230978
LINC00161	C21orf100, NCRNA00161			"ncRNAs / Long non-coding RNAs"	ENSG00000226935
LINC00162	C21orf113, NCRNA00162	PRED74, NLC1-C		"ncRNAs / Long non-coding RNAs"	ENSG00000224930
LINC00163	C21orf134, NCRNA00163	NLC1-A, NLC1A		"ncRNAs / Long non-coding RNAs"	ENSG00000234880
LINC00165	C21orf135, NCRNA00165	NLC1-B		"ncRNAs / Long non-coding RNAs"	
LINC00167	C11orf37, NCRNA00167	FLJ31394	XR_040639	"ncRNAs / Long non-coding RNAs"	ENSG00000233220
LINC00173	NCRNA00173	FLJ42957	NR_027345	"ncRNAs / Long non-coding RNAs"	ENSG00000196668
LINC00174	NCRNA00174		NR_026873	"ncRNAs / Long non-coding RNAs"	ENSG00000179406
LINC00176	PRR17, NCRNA00176	DKFZp434G015, FLJ27267	NR_027686	"ncRNAs / Long non-coding RNAs"	ENSG00000196421
LINC00184	NCRNA00184	HANC		"ncRNAs / Long non-coding RNAs"	ENSG00000224939
LINC00189	C21orf109, NCRNA00189		NR_027072	"ncRNAs / Long non-coding RNAs"	ENSG00000215533
LINC00200	C10orf139, NCRNA00200	FLJ40354	NR_015376	"ncRNAs / Long non-coding RNAs"	ENSG00000229205
LINC00202	C10orf51, NCRNA00202	bB27G4.1	NR_026795	"ncRNAs / Long non-coding RNAs"	ENSG00000232224
LINC00204A	CXorf52, NCRNA00204, NCRNA00204A	SPCX	NR_027401	"ncRNAs / Long non-coding RNAs"	
LINC00204B	CXorf52B, NCRNA00204B		NR_027402	"ncRNAs / Long non-coding RNAs"	
LINC00205	C21orf86, NCRNA00205			"ncRNAs / Long non-coding RNAs"	ENSG00000223768
LINC00207	NCRNA00207		NR_028409	"ncRNAs / Long non-coding RNAs"	ENSG00000187012
LINC00208	C8orf14, NCRNA00208			"ncRNAs / Long non-coding RNAs"	ENSG00000170983
LINC00210	NCRNA00210	RP11-72L13.1		"ncRNAs / Long non-coding RNAs"	ENSG00000231814
LINC00211	NCRNA00211			"ncRNAs / Long non-coding RNAs"	ENSG00000237803
LINC00216	C14orf107, NCRNA00216	PRO1617		"ncRNAs / Long non-coding RNAs"	
LINC00221	C14orf98, NCRNA00221		NR_027457	"ncRNAs / Long non-coding RNAs"	ENSG00000187156
LINC00222	C6orf181, NCRNA00222	dJ354J5.2		"ncRNAs / Long non-coding RNAs"	ENSG00000203801
LINC00226	C14orf97, NCRNA00226			"ncRNAs / Long non-coding RNAs"	ENSG00000229084
LINC00229	C22orf10, NCRNA00229	dJ474I12.C22.2		"ncRNAs / Long non-coding RNAs"	ENSG00000234300
LINC00230A	NCRNA00230A		NR_002161	"ncRNAs / Long non-coding RNAs"	ENSG00000233522
LINC00230B	NCRNA00230B		NR_002160	"ncRNAs / Long non-coding RNAs"	ENSG00000230663
LINC00235	C16orf10, NCRNA00235		NR_024121	"ncRNAs / Long non-coding RNAs"	
LINC00237	NCRNA00237			"ncRNAs / Long non-coding RNAs"	ENSG00000225127
LINC00238	C14orf53, NCRNA00238		NR_024338	"ncRNAs / Long non-coding RNAs"	ENSG00000196553
LINC00239	C14orf72, NCRNA00239		NR_026774	"ncRNAs / Long non-coding RNAs"	
LINC00240	C6orf41, NCRNA00240	bA373D17.1	NR_026775	"ncRNAs / Long non-coding RNAs"	ENSG00000224843
LINC00242	C6orf122, NCRNA00242	FLJ31451, dJ266L20.5	NR_026781	"ncRNAs / Long non-coding RNAs"	ENSG00000229214
LINC00243	C6orf214, NCRNA00243	bQB230F21.2, FLJ40693, bQB10J12.2		"ncRNAs / Long non-coding RNAs"	
LINC00244	C7orf4, NCRNA00244		NR_024119	"ncRNAs / Long non-coding RNAs"	
LINC00246A	CXorf50, NCRNA00246, NCRNA00246A	MGC34827	NR_026595	"ncRNAs / Long non-coding RNAs"	
LINC00246B	CXorf50B, NCRNA00246B		NR_026594	"ncRNAs / Long non-coding RNAs"	
LINC00251	C8orf25, NCRNA00251		NR_038901	"ncRNAs / Long non-coding RNAs"	
LINC00254	C16orf32, NCRNA00254			"ncRNAs / Long non-coding RNAs"	
LINC00256A	C9orf109, NCRNA00256A	DKFZp686A0127	NR_024366	"ncRNAs / Long non-coding RNAs"	ENSG00000231528
LINC00256B	C9orf110, NCRNA00256B		NR_024376	"ncRNAs / Long non-coding RNAs"	ENSG00000225684
LINC00260	C1orf217, NCRNA00260	MGC5457		"ncRNAs / Long non-coding RNAs"	
LINC00261	C20orf56, NCRNA00261	bA216C10.1	XR_041832	"ncRNAs / Long non-coding RNAs"	ENSG00000259974
LINC00263	C10orf75, NCRNA00263	bA34D15.5, FLJ12974	XR_041972	"ncRNAs / Long non-coding RNAs"	ENSG00000235823
LINC00264	C10orf50, NCRNA00264	bA128B16.2	XR_040540	"ncRNAs / Long non-coding RNAs"	ENSG00000233261
LINC00265	NCRNA00265	NCRNA00265-1	NR_026999	"ncRNAs / Long non-coding RNAs"	ENSG00000188185
LINC00265-2P	NCRNA00265B, NCRNA00265-2P		NG_029045	"ncRNAs / RNA pseudogenes"	ENSG00000224827
LINC00265-3P	NCRNA00265C, NCRNA00265-3P		NG_029048	"ncRNAs / Long non-coding RNAs", "ncRNAs / RNA pseudogenes"	ENSG00000233944
LINC00266-1	C20orf69, NCRNA00266, NCRNA00266-1	bA476I15.3		"ncRNAs / Long non-coding RNAs"	ENSG00000149656
LINC00266-2P	NCRNA00266B, NCRNA00266-2P	NCRNA00266Y1	XR_078677	"ncRNAs / Long non-coding RNAs", "ncRNAs / RNA pseudogenes"	ENSG00000248792
LINC00266-3	C6orf88, NCRNA00266C, NCRNA00266-3	dJ24O22.2		"ncRNAs / Long non-coding RNAs"	ENSG00000170590
LINC00266-4P	NCRNA00266D, NCRNA00266-4P	NCRNA00266Y2		"ncRNAs / Long non-coding RNAs", "ncRNAs / RNA pseudogenes"	ENSG00000228786
LINC00268	NCRNA00268	NCRNA00268A, NCRNA00268-1		"ncRNAs / Long non-coding RNAs"	
LINC00268-2P	NCRNA00268B, NCRNA00268-2P			"ncRNAs / RNA pseudogenes"	
LINC00269	CXorf62, NCRNA00269	FLJ33610		"ncRNAs / Long non-coding RNAs"	ENSG00000215162
LINC00271	C6orf217, NCRNA00271		NR_026805	"ncRNAs / Long non-coding RNAs"	ENSG00000233152
LINC00272	C1orf120, NCRNA00272	RP1-223H12.3	NM_001010899	"ncRNAs / Long non-coding RNAs"	ENSG00000203729
LINC00273	NCRNA00273	TOP, NCRNA00273-1	XR_041240	"ncRNAs / Long non-coding RNAs"	ENSG00000256642
LINC00273-2P	NCRNA00273B, NCRNA00273-2P			"ncRNAs / RNA pseudogenes"	
LINC00276	NCRNA00276			"ncRNAs / Long non-coding RNAs"	ENSG00000230448
LINC00277	TMEM84, NCRNA00277	FLJ33768	NR_026949	"ncRNAs / Long non-coding RNAs"	ENSG00000212766
LINC00278	NCRNA00278			"ncRNAs / Long non-coding RNAs"	ENSG00000231535
LINC00279	NCRNA00279			"ncRNAs / Long non-coding RNAs"	ENSG00000232348
LINC00280	NCRNA00280			"ncRNAs / Long non-coding RNAs"	ENSG00000229643
LINC00281	NCRNA00281	DKFZP434B061	NR_027278	"ncRNAs / Long non-coding RNAs"	ENSG00000206142
LINC00282	NCRNA00282	FLJ37307	NR_027047	"ncRNAs / Long non-coding RNAs"	
LINC00283	NCRNA00283			"ncRNAs / Long non-coding RNAs"	ENSG00000231633
LINC00284	NCRNA00284		NR_026955	"ncRNAs / Long non-coding RNAs"	ENSG00000233725
LINC00290	NCRNA00290		NR_033918	"ncRNAs / Long non-coding RNAs"	ENSG00000248197
LINC00293	NCRNA00293	BEYLA	NR_027012	"ncRNAs / Long non-coding RNAs"	ENSG00000253314
LINC00294	NCRNA00294		NR_015451	"ncRNAs / Long non-coding RNAs"	
LINC00297	NCRNA00297			"ncRNAs / Long non-coding RNAs"	ENSG00000224329
LINC00299	C2orf46, NCRNA00299	FLJ45673	NR_034135	"ncRNAs / Long non-coding RNAs"	ENSG00000236790
LINC00301	C11orf64, NCRNA00301	MGC39681	NR_026946	"ncRNAs / Long non-coding RNAs"	ENSG00000181995
LINC00302	C1orf46, NCRNA00302	XP33		"ncRNAs / Long non-coding RNAs"	ENSG00000176075
LINC00303	C1orf157, NCRNA00303	FLJ40343	NR_027902	"ncRNAs / Long non-coding RNAs"	ENSG00000176754
LINC00304	C16orf81, NCRNA00304	FLJ36701	NR_024347	"ncRNAs / Long non-coding RNAs"	ENSG00000180422
LINC00305	C18orf20, NCRNA00305	MGC39571, HsT1235	NM_152728	"ncRNAs / Long non-coding RNAs"	ENSG00000179676
LINC00307	NCRNA00307	D21S2091E		"ncRNAs / Long non-coding RNAs"	ENSG00000227342
LINC00308	C21orf74, NCRNA00308	PRED16		"ncRNAs / Long non-coding RNAs"	ENSG00000184856
LINC00309	NCRNA00309			"ncRNAs / Long non-coding RNAs"	ENSG00000230923
LINC00310	C21orf82, NCRNA00310		NR_027266	"ncRNAs / Long non-coding RNAs"	ENSG00000227456
LINC00311	TMEM148, NCRNA00311	MGC22001	XR_017879	"ncRNAs / Long non-coding RNAs"	ENSG00000179219
LINC00312	LOH3CR2A, NCRNA00312	NAG7, NAG-7, ERR10, ERR-10	NR_024065	"ncRNAs / Long non-coding RNAs"	ENSG00000237697
LINC00313	C21orf84, NCRNA00313			"ncRNAs / Long non-coding RNAs"	ENSG00000185186
LINC00314	C21orf94, NCRNA00314		NR_027246	"ncRNAs / Long non-coding RNAs"	ENSG00000178457
LINC00315	C21orf93, NCRNA00315			"ncRNAs / Long non-coding RNAs"	ENSG00000184274
LINC00316	C21orf111, NCRNA00316	PRED59		"ncRNAs / Long non-coding RNAs"	ENSG00000237664
LINC00317	C21orf117, NCRNA00317	PRED89		"ncRNAs / Long non-coding RNAs"	ENSG00000238265
LINC00319	C21orf125, NCRNA00319	PRED49, FLJ38036	NR_026960	"ncRNAs / Long non-coding RNAs"	ENSG00000188660
LINC00320	C21orf131, NCRNA00320	PRED14, FLJ37539	NR_024090	"ncRNAs / Long non-coding RNAs"	ENSG00000224924
LINC00322	C21orf136, NCRNA00322	FLJ16545		"ncRNAs / Long non-coding RNAs"	ENSG00000237864
LINC00323	C21orf130, NCRNA00323	PRED42, FLJ37173		"ncRNAs / Long non-coding RNAs"	ENSG00000226496
LINC00324	C17orf44, NCRNA00324	FLJ34790, MGC104931		"ncRNAs / Long non-coding RNAs"	ENSG00000178977
LINC00326	NCRNA00326		NR_026969	"ncRNAs / Long non-coding RNAs"	ENSG00000231023
LINC00327	NCRNA00327			"ncRNAs / Long non-coding RNAs"	ENSG00000232977
LINC00328	NCRNA00328A, NCRNA00328	NCRNA00328-1		"ncRNAs / Long non-coding RNAs"	
LINC00328-2P	NCRNA00328B, NCRNA00328-2P			"ncRNAs / RNA pseudogenes"	ENSG00000225016
LINC00329				"ncRNAs / Long non-coding RNAs"	ENSG00000228281
LINC00330	NCRNA00330			"ncRNAs / Long non-coding RNAs"	ENSG00000235097
LINC00331	NCRNA00331			"ncRNAs / Long non-coding RNAs"	ENSG00000225427
LINC00332	NCRNA00332			"ncRNAs / Long non-coding RNAs"	ENSG00000230710
LINC00333	NCRNA00333			"ncRNAs / Long non-coding RNAs"	ENSG00000233349
LINC00334	C21orf89, NCRNA00334			"ncRNAs / Long non-coding RNAs"	ENSG00000182586
LINC00336	C6orf227, NCRNA00336	FLJ43752		"ncRNAs / Long non-coding RNAs"	ENSG00000197251
LINC00337	C1orf211, NCRNA00337	MGC40168		"ncRNAs / Long non-coding RNAs"	ENSG00000225077
LINC00338	C17orf86, NCRNA00338	PRO0872, FLJ25582, DKFZp686L05235		"ncRNAs / Long non-coding RNAs"	ENSG00000234912
LINC00339	NCRNA00339	HSPC157		"ncRNAs / Long non-coding RNAs"	ENSG00000218510
LINC00340				"ncRNAs / Long non-coding RNAs"	ENSG00000238274
LINC00341	C14orf139, NCRNA00341		NR_026779	"ncRNAs / Long non-coding RNAs"	ENSG00000229645
LINC00342	NCRNA00342			"ncRNAs / Long non-coding RNAs"	ENSG00000232931
LINC00343	NCRNA00343			"ncRNAs / Long non-coding RNAs"	ENSG00000226620
LINC00344	NCRNA00344			"ncRNAs / Long non-coding RNAs"	ENSG00000225562
LINC00345				"ncRNAs / Long non-coding RNAs"	ENSG00000235660
LINC00346	C13orf29, NCRNA00346		NR_027701	"ncRNAs / Long non-coding RNAs"	ENSG00000255874
LINC00347				"ncRNAs / Long non-coding RNAs"	ENSG00000236678
LINC00348				"ncRNAs / Long non-coding RNAs"	ENSG00000226846
LINC00349				"ncRNAs / Long non-coding RNAs"	ENSG00000231238
LINC00350				"ncRNAs / Long non-coding RNAs"	ENSG00000225316
LINC00351					ENSG00000226317
LINC00352					ENSG00000227893
LINC00353				"ncRNAs / Long non-coding RNAs"	ENSG00000236176
LINC00354					ENSG00000226903
LINC00355				"ncRNAs / Long non-coding RNAs"	ENSG00000227674
LINC00356				"ncRNAs / Long non-coding RNAs"	ENSG00000230731
LINC00357				"ncRNAs / Long non-coding RNAs"	ENSG00000228009
LINC00358					ENSG00000229578
LINC00359					ENSG00000243300
LINC00361					ENSG00000237796
LINC00362				"ncRNAs / Long non-coding RNAs"	ENSG00000229483
LINC00364				"ncRNAs / Long non-coding RNAs"	ENSG00000230040
LINC00365				"ncRNAs / Long non-coding RNAs"	ENSG00000224511
LINC00366				"ncRNAs / Long non-coding RNAs"	ENSG00000229437
LINC00371					ENSG00000226792
LINC00372				"ncRNAs / Long non-coding RNAs"	ENSG00000230349
LINC00378				"ncRNAs / Long non-coding RNAs"	ENSG00000225249
LINC00379				"ncRNAs / Long non-coding RNAs"	ENSG00000229557
LINC00381				"ncRNAs / Long non-coding RNAs"	ENSG00000226240
LINC00387				"ncRNAs / Long non-coding RNAs"	ENSG00000231914
LINC00388				"ncRNAs / Long non-coding RNAs"	ENSG00000229788
LINC00391				"ncRNAs / Long non-coding RNAs"	ENSG00000238230
LINC00392				"ncRNAs / Long non-coding RNAs"	ENSG00000228295
LINC00393				"ncRNAs / Long non-coding RNAs"	ENSG00000224853
LINC00395				"ncRNAs / Long non-coding RNAs"	ENSG00000231061
LINC00398				"ncRNAs / Long non-coding RNAs"	ENSG00000237879
LINC00400				"ncRNAs / Long non-coding RNAs"	ENSG00000229928
LINC00402				"ncRNAs / Long non-coding RNAs"	ENSG00000235532
LINC00403				"ncRNAs / Long non-coding RNAs"	ENSG00000224243
LINC00404				"ncRNAs / Long non-coding RNAs"	ENSG00000229520
LINC00410				"ncRNAs / Long non-coding RNAs"	ENSG00000231674
LINC00411				"ncRNAs / Long non-coding RNAs"	ENSG00000229599
LINC00413				"ncRNAs / Long non-coding RNAs"	ENSG00000228011
LINC00414				"ncRNAs / Long non-coding RNAs"	ENSG00000232243
LINC00415				"ncRNAs / Long non-coding RNAs"	ENSG00000231983
LINC00417				"ncRNAs / Long non-coding RNAs"	ENSG00000236092
LINC00419				"ncRNAs / Long non-coding RNAs"	ENSG00000227332
LINC00420				"ncRNAs / Long non-coding RNAs"	ENSG00000229791
LINC00421				"ncRNAs / Long non-coding RNAs"	ENSG00000236834
LINC00422				"ncRNAs / Long non-coding RNAs"	ENSG00000224429
LINC00423				"ncRNAs / Long non-coding RNAs"	ENSG00000226968
LINC00424				"ncRNAs / Long non-coding RNAs"	ENSG00000226722
LINC00426				"ncRNAs / Long non-coding RNAs"	ENSG00000238121
LINC00427				"ncRNAs / Long non-coding RNAs"	ENSG00000236463
LINC00433				"ncRNAs / Long non-coding RNAs"	ENSG00000229443
LINC00434					ENSG00000227336
LINC00438				"ncRNAs / Long non-coding RNAs"	ENSG00000232636
LINC00439				"ncRNAs / Long non-coding RNAs"	ENSG00000233379
LINC00440					ENSG00000234660
LINC00441				"ncRNAs / Long non-coding RNAs"	ENSG00000231473
LINC00442				"ncRNAs / Long non-coding RNAs"	ENSG00000232685
LINC00443				"ncRNAs / Long non-coding RNAs"	ENSG00000230156
LINC00444				"ncRNAs / Long non-coding RNAs"	ENSG00000234689
LINC00445					ENSG00000236036
LINC00446				"ncRNAs / Long non-coding RNAs"	ENSG00000229249
LINC00448				"ncRNAs / Long non-coding RNAs"	ENSG00000228669
LINC00449				"ncRNAs / Long non-coding RNAs"	ENSG00000203441
LINC00452				"ncRNAs / Long non-coding RNAs"	ENSG00000229373
LINC00453				"ncRNAs / Long non-coding RNAs"	ENSG00000230544
LINC00454				"ncRNAs / Long non-coding RNAs"	ENSG00000226921
LINC00457				"ncRNAs / Long non-coding RNAs"	ENSG00000225179
LINC00458				"ncRNAs / Long non-coding RNAs"	ENSG00000234787
LINC00459				"ncRNAs / Long non-coding RNAs"	ENSG00000229307
LINC00460				"ncRNAs / Long non-coding RNAs"	ENSG00000233532
LINC00461				"ncRNAs / Long non-coding RNAs"	ENSG00000245526
LINC00462				"ncRNAs / Long non-coding RNAs"	ENSG00000233610
LINC00464				"ncRNAs / Long non-coding RNAs"	ENSG00000230490
LINC00466			NR_038252		ENSG00000224209
LINC00467	C1orf97	MGC14801	NR_026761	"ncRNAs / Long non-coding RNAs"	ENSG00000153363
LINC00469	C17orf54	FLJ40319	NM_182564	"ncRNAs / Long non-coding RNAs"	ENSG00000177338
LINC00470	C18orf2		NR_023925	"ncRNAs / Long non-coding RNAs"	ENSG00000132204
LINC00471	C2orf52	MGC43122	NM_173513	"ncRNAs / Long non-coding RNAs"	ENSG00000181798
LINC00472	C6orf155	dJ288M22.3, FLJ13189	NM_024882	"ncRNAs / Long non-coding RNAs"	ENSG00000233237
LINC00473	C6orf176	bA142J11.1	NR_026860	"ncRNAs / Long non-coding RNAs"	ENSG00000223414
LINC00474	C9orf27	EST-YD1	NM_021208	"ncRNAs / Long non-coding RNAs"	ENSG00000204148
LINC00475	C9orf44			"ncRNAs / Long non-coding RNAs"	ENSG00000225511
LINC00476	C9orf130			"ncRNAs / Long non-coding RNAs"	ENSG00000175611
LINC00477	C12orf67	FLJ32894, FAM191B	NM_144667	"ncRNAs / Long non-coding RNAs"	ENSG00000197503
LINC00478	C21orf35, FLJ38295, C21orf34		NM_001005732	"ncRNAs / Long non-coding RNAs"	ENSG00000215386
LINC00479	C21orf129	PRED76, FLJ32835		"ncRNAs / Long non-coding RNAs"	ENSG00000236384
LINC00481	HCG27-IT1			"ncRNAs / Long non-coding RNAs"	
LINC00482	C17orf55	FLJ39421	NM_178519	"ncRNAs / Long non-coding RNAs"	ENSG00000185168
LINC00483	C17orf73	FLJ20694		"ncRNAs / Long non-coding RNAs"	ENSG00000167117
LINC00484	C9orf73			"ncRNAs / Long non-coding RNAs"	ENSG00000235641
LINC00485			NR_033855	"ncRNAs / Long non-coding RNAs"	ENSG00000258169
LINC00486			NR_027099	"ncRNAs / Long non-coding RNAs"	ENSG00000230876
LINC00487		FLJ42418	NR_038369	"ncRNAs / Long non-coding RNAs"	ENSG00000205837
LINC00488	C3orf66	FLJ41232	NR_026767	"ncRNAs / Long non-coding RNAs"	ENSG00000214381
LINC00489				"ncRNAs / Long non-coding RNAs"	ENSG00000225759
LINC00491				"ncRNAs / Long non-coding RNAs"	ENSG00000250682
LINC00492				"ncRNAs / Long non-coding RNAs"	ENSG00000250958
LINC00493			NR_015432		ENSG00000232388
LINC00494				"ncRNAs / Long non-coding RNAs"	ENSG00000235621
LINC00498					ENSG00000248397
LINC00499				"ncRNAs / Long non-coding RNAs"	ENSG00000251372
LINC00500				"ncRNAs / Long non-coding RNAs"	ENSG00000249381
LINC00501				"ncRNAs / Long non-coding RNAs"	ENSG00000203645
LINC00502					ENSG00000224851
LINC00504				"ncRNAs / Long non-coding RNAs"	ENSG00000248360
LINC00505				"ncRNAs / Long non-coding RNAs"	ENSG00000225667
LINC00506				"ncRNAs / Long non-coding RNAs"	
LINC00507				"ncRNAs / Long non-coding RNAs"	ENSG00000256193
LINC00508				"ncRNAs / Long non-coding RNAs"	ENSG00000256971
LINC00511				"ncRNAs / Long non-coding RNAs"	
LINC00514			NR_033861	"ncRNAs / Long non-coding RNAs"	
LINC00515	C21orf71	PRED21		"ncRNAs / Long non-coding RNAs"	ENSG00000260583
LINC00516	C14orf17			"ncRNAs / Long non-coding RNAs"	ENSG00000215394
LINC00517	C14orf26			"ncRNAs / Long non-coding RNAs"	ENSG00000259091
LINC00518	C6orf218	MGC40222		"ncRNAs / Long non-coding RNAs"	ENSG00000183674
LINC00519	C14orf30			"ncRNAs / Long non-coding RNAs"	ENSG00000258955
LINC00520	C14orf34			"ncRNAs / Long non-coding RNAs"	ENSG00000258791
LINC00521	C14orf48			"ncRNAs / Long non-coding RNAs"	ENSG00000175699
LINC00523	C14orf70		NR_024096	"ncRNAs / Long non-coding RNAs"	ENSG00000196273
LINC00524	C14orf71			"ncRNAs / Long non-coding RNAs"	ENSG00000259023
LINC00525				"ncRNAs / Long non-coding RNAs"	ENSG00000146666
LINC00526	C18orf18	MGC17515, HsT959	NR_026849	"ncRNAs / Long non-coding RNAs"	
LINC00527	C21orf104			"ncRNAs / Long non-coding RNAs"	
LINC00528	C22orf37	FLJ40542		"ncRNAs / Long non-coding RNAs"	
LINC00529	C8orf8			"ncRNAs / Long non-coding RNAs"	ENSG00000236827
LINC00533	C6orf38	bA373N24.1, C6orf39		"ncRNAs / Long non-coding RNAs"	
LINC00534				"ncRNAs / Long non-coding RNAs"	ENSG00000253394
LINC00535			NR_033858		ENSG00000246662
LINC00536				"ncRNAs / Long non-coding RNAs"	ENSG00000249917
LINC00537				"ncRNAs / Long non-coding RNAs"	
LINC00538		Yiya	NR_046189	"ncRNAs / Long non-coding RNAs"	
LINC00539				"ncRNAs / Long non-coding RNAs"	
LINC00540				"ncRNAs / Long non-coding RNAs"	
