Approved Symbol	RefSeq IDs
PRR15	NM_175887
PRR15L	NM_024320
PRR16	NM_016644
PRR18	NM_175922
PRR19	NM_199285
PRR20A	NM_198441
PRR20B	NM_001130404
PRR20C	NM_001130405
PRR20D	NM_001130406
PRR20E	NM_001130407
PRR21	NM_001080835
PRR22	NM_153359
PRR23A	NM_001134659
PRR23B	NM_001013650
PRR23C	NM_001134657
PRR24	NM_178511
PRR25	NM_001013638
PRRC1	NM_130809
PRRC2A	NM_080686
PRRC2C	NM_015172
PRRG1	NM_000950
PRRG2	NM_000951
PRRG3	NM_024082
PRRG4	NM_024081
PRRT1	NM_030651
PRRT2	NM_145239
PRRT3	NM_207351
PRRT4	NM_001114726
PRRX1	NM_006902
PRRX2	NM_016307
PRSS3	NM_002771
PRSS3P1	NG_001333
PRSS3P2	NR_001296
PRSS8	NM_002773
PRSS21	NM_006799
PRSS22	NM_022119
PRSS23	NM_007173
PRSS27	NM_031948
PRSS30P	NM_178453
PRSS33	NM_152891
PRSS35	NM_153362
PRSS36	NM_173502
PRSS37	NM_001008270
PRSS38	NM_183062
PRSS41	NM_183379
PRSS42	NM_182702
PRSS43	XM_002342351
PRSS44	XM_001131213
PRSS45	NM_199183
PRSS46	XM_002342331
PRSS47	XR_078416
PRSS48	NM_183375
PRSS53	NM_001081268
PRSS54	NM_001080492
PRSS55	NM_198464
PRSS56	NM_001195129
PRSS57	NM_214710
PRSS58	NM_001001317
PRTFDC1	NM_020200
PRTG	NM_173814
PRTN3	NM_002777
PRUNE	NM_021222
PRUNE2	NM_138818
PRX	NM_020956
PRY	NM_004676
PRY2	NM_001002758
PRYP1	NG_004636
PRYP2	NG_004636
PRYP4	NG_004755
PSAP	NM_002778
PSAT1	NM_021154
PSAT1P1	NG_009632
PSCA	NM_005672
PSD2	NM_032289
PSD3	NM_015310
PSD4	NM_012455
PSEN2	NM_000447
PSENEN	NM_172341
PSG2	NM_031246
PSG3	NM_021016
PSG4	NM_213633
PSG5	NM_002781
PSG6	NM_002782
PSG9	NM_002784
PSG10P	XR_016855
PSG11	NM_002785
PSIP1	NM_033222
PSIP1P1	NG_002792
PSIP1P2	NG_002938
PSKH1	NM_006742
PSKH2	NM_033126
PSMA1	NM_002786
PSMA2	NM_002787
PSMA3	NM_002788
PSMA4	NM_002789
PSMA5	NM_002790
PSMA6P1	NG_002321
PSMA6P2	NG_023174
PSMA6P4	NG_023173
PSMA7	NM_002792
PSMA7P	NG_002333
PSMA8	NM_144662
PSMB1	NM_002793
PSMB2	NM_002794
PSMB3	NM_002795
PSMB3P	NG_001533
PSMB3P2	NG_001538
PSMB4	NM_002796
PSMB5	NM_002797
PSMB6	NM_002798
PSMB7	NM_002799
PSMB8	NM_148919
PSMB9	NM_002800
PSMB10	NM_002801
PSMB11	NM_001099780
PSMC1	NM_002802
PSMC1P1	NG_001556
PSMC2	NM_002803
PSMC3	NM_002804
PSMC3IP	NM_013290
PSMC3P	NG_002368
PSMC4	NM_006503
PSMC5	NM_002805
PSMC6	NM_002806
PSMC6P1	NG_002379
PSMC6P2	NG_001564
PSMD2	NM_002808
PSMD2P1	NG_002387
PSMD3	NM_002809
PSMD4	NM_002810
PSMD4P1	NG_002723
PSMD5	NM_005047
PSMD6	NM_014814
PSMD7	NM_002811
PSMD7P1	NG_002412
PSMD8	NM_002812
PSMD9	NM_002813
PSMD10	NM_170750
PSMD10P1	NG_001050
PSMD10P2	NG_002417
PSMD10P3	NG_002627
PSMD11	NM_002815
PSMD12	NM_002816, NM_174871
PSMD12P	NG_002463
PSMD13	NM_002817
PSMD14	NM_005805
PSME1	NM_006263
PSME2	NM_002818
PSME2P1	NG_002626
PSME2P2	NG_002632
PSME2P3	NG_002628
PSME2P4	NG_002629
PSME2P5	NG_002630
PSME2P6	NG_002631
PSME3	NM_176863
PSME4	XM_040158
PSMF1	NM_178578
PSMG1	NM_003720
PSMG2	NM_020232
PSMG3	NM_032302
PSORS1C1	NM_014068
PSORS1C3	NR_026816
PSPH	NM_004577
PSPHP1	XM_926720
PSPN	NM_004158
PSRC1	NM_032636
PSTK	NM_153336
PSTPIP1	NM_003978
PTAFR	NM_000952
PTAR1	NM_001099666
PTCD1	NM_015545
PTCD2	NM_024754
PTCD3	NM_017952
PTCH1	NM_000264
PTCH2	NM_003738
PTCHD1	NM_173495
PTCHD2	XM_052561
PTCHD3	XM_370541
PTCHD4	NM_001013732
PTCRA	NM_138296
PTEN	NM_000314
PTER	NM_030664
PTF1A	NM_178161
PTGDR	NM_000953
PTGDR2	NM_004778
PTGDS	NM_000954
PTGER3	NM_000957
PTGER4	NM_000958
PTGES	NM_004878
PTGES3	NM_006601
PTGFR	NM_000959
PTGFRN	NM_020440
PTGS2	NM_000963
PTH	NM_000315
PTH1R	NM_000316
PTH2	NM_178449
PTH2R	NM_005048
PTHLH	NM_198965
PTK2B	NM_004103
PTMAP2	NG_002765
PTMAP3	NG_001180
PTN	NM_002825
PTP4A2	NM_080391
PTP4A2P1	NG_004085
PTP4A3	NM_032611
PTPDC1	NM_177995, NM_152422
PTPLA	NM_014241
PTPLAD1	NM_016395
PTPLAD2	NM_001010915
PTPLB	NM_198402
PTPMT1	XM_374879
PTPN2	NM_002828, NM_080422, NM_080423
PTPN5	NM_001039970
PTPN6	NM_002831
PTPN7	NM_002832
PTPN14	NM_005401
PTPN20B	NM_015605
PTPN20C	NG_005691
PTPN22	NM_015967
PTPN23	NM_015466
PTPRCAP	NM_005608
PTPRG	NM_002841
PTPRR	NM_002849
PTPRVP	XM_086287
PTPRZ1	NM_002851
PTRF	NM_012232
PTRH1	NM_001002913
PTRH2	NM_016077
PTRHD1	NM_001013663
PTS	NM_000317
PTTG1	NM_004219
PTTG3P	NR_002734
PTX3	NM_002852
PTX4	NM_001013658
PUF60	NM_014281
PUM2	NM_015317
PURA	NM_005859
PURB	NM_033224
PURG	NM_013357
PUS1	NM_025215
PUS3	NM_031307
PUS7	NM_019042
PUS7L	NM_031292
PUS10	NM_144709
PUSL1	NM_153339
PVALB	NM_002854
PVR	NM_006505
PVRIG	NM_024070
PVRL2	NM_002856
PVRL3	NM_015480
PVRL4	NM_030916
PVT1	NR_003367
PWP1	NM_007062
PWP2	NM_005049
PWRN1	NR_026646
PWRN2	NR_026647
PWWP2B	NM_138499
PXDC1	NM_183373
PXDN	XM_056455
PXDNL	NM_144651
PXK	NM_017771
PXMP2	NM_018663
PXMP4	NM_007238
PXN	NM_002859
PXT1	NM_152990
PYCARD	NM_013258
PYCR2	NM_013328
PYCRL	NM_023078
PYDC1	NM_152901
PYDC2	NM_001083308
PYGO1	NM_015617
PYGO2	NM_138300
PYHIN1	NM_152501
PYROXD1	NM_024854
PYROXD2	NM_032709
PYY	NM_004160
PZP	NM_002864
QARS	NM_005051
QDPR	NM_000320
QKI	NM_006775
QPCTL	NM_017659
QPRT	NM_014298
QRFP	NM_198180
QRFPR	NM_198179
QRICH1	NM_017730
QRICH2	NM_032134
QRSL1	NM_018292
QSER1	NM_024774
QSOX1	NM_002826
QSOX2	NM_181701
QTRT1	NM_031209
QTRT1P1	NG_026873
QTRTD1	NM_024638
R3HCC1	NM_001136108
R3HDM1	NM_015361
R3HDM2	NM_014925
R3HDM4	NM_138774
R3HDML	NM_178491
RAB1A	NM_004161
RAB1B	NM_030981
RAB3A	NM_002866
RAB3B	NM_002867
RAB3C	NM_138453
RAB3D	NM_004283
RAB3GAP1	NM_012233
RAB3GAP2	NM_012414
RAB3IL1	NM_013401
RAB3IP	NM_022456
RAB4A	NM_004578
RAB4B	NM_016154
RAB5A	NM_004162
RAB5C	NM_004583
RAB6C	NM_032144
RAB7B	NM_177403
RAB7L1	NM_003929
RAB8A	NM_005370
RAB8B	NM_016530
RAB9A	NM_004251
RAB10	NM_016131
RAB11FIP1	NM_025151
RAB11FIP2	NM_014904
RAB11FIP3	NM_014700
RAB11FIP4	NM_032932
RAB11FIP5	NM_015470
RAB12	XM_113967
RAB13	NM_002870
RAB14	NM_016322
RAB15	NM_198686
RAB18	NM_021252
RAB20	NM_017817
RAB24	NM_130781
RAB27A	NM_004580, NM_183236
RAB27B	NM_004163
RAB30	NM_014488
RAB32	NM_006834
RAB33A	NM_004794
RAB33B	NM_031296
RAB34	NM_031934
RAB36	NM_004914
RAB37	NM_175738
RAB39A	NM_017516
RAB39B	NM_171998
RAB40AL	NM_001031834
RAB40C	NM_021168
RAB41	XM_293398
RAB42	NM_152304
RAB42P1	NG_009574
RAB43	XM_290714
RAB43P1	NG_005358
RABAC1	NM_006423
RABEP1	NM_004703
RABEP2	NM_024816
RABEPK	NM_005833
RABGAP1	NM_012197
RABGAP1L	NM_001243765
RABGEF1	NM_014504
RABGGTA	NM_182836
RABGGTB	NM_004582
RABL2B	NM_001003789
RABL3	NM_173825
RABL5	NM_022777
RAC1	NM_018890
RAC1P1	NG_005321
RAC1P2	NG_005326
RAC1P4	XM_210062
RAC1P5	NG_005324
RACGAP1	NM_013277
RACGAP1P	NR_026583
RAD1	NM_002853
RAD9A	NM_004584
RAD9B	NM_152442
RAD17	NM_133344
RAD18	NM_020165
RAD21	NM_006265
RAD21-AS1	XR_040079
RAD23A	NM_005053
RAD23B	NM_002874
RAD50	NM_005732
RAD51	NM_002875, NM_133487
RAD51AP1	NM_006479
RAD51AP2	NM_001099218
RAD51C	NM_058216
RAD51D	NM_002878
RAD52	NM_134424
RAD54B	NM_012415
RAD54L	NM_003579
RAD54L2	NM_015106
RADIL	NM_018059
RAET1E	NM_139165
RAET1L	NM_130900
RAF1	NM_002880
RAG1	NM_000448
RAG2	NM_000536
RAI1	NM_030665
RAI2	NM_021785
RAI14	NM_015577
RALA	NM_005402
RALB	NM_002881
RALBP1	NM_006788
RALGAPA1	XM_210022
RALGAPA1P	NG_004673
RALGAPA2	NM_020343
RALGAPB	NM_020336
RALGDS	NM_006266
RALGPS1	NM_014636
RALGPS2	NM_152663
RAMP1	NM_005855
RAMP2	NM_005854
RAMP3	NM_005856
RAN	NM_006325
RANBP1	NM_002882
RANBP2	NM_006267
RANBP3	NM_007322
RANBP3L	NM_145000
RANBP6	NM_012416
RANBP10	NM_020850
RANBP17	NM_022897
RANGAP1	NM_002883
RANGRF	NM_016492
RANP1	NG_002749
RAP1A	NM_002884
RAP1B	NM_001010942
RAP1GAP	NM_002885
RAP1GDS1	NM_001100426
RAP2B	NM_002886
RAP2C	NM_021183
RAPGEF1	NM_005312
RAPGEF2	NM_014247
RAPGEF3	NM_006105
RAPGEF4	NM_007023
RAPGEF5	NM_012294
RAPGEF6	NM_016340
RAPGEFL1	NM_016339
RAPH1	NM_025252
RARB	NM_000965, NM_016152
RARG	NM_000966
RARS	NM_002887
RARS2	NM_020320
RASA1	NM_002890
RASA2	NM_006506
RASA3	NM_007368
RASA4	NM_006989
RASAL1	NM_004658
RASAL2	NM_170692
RASAL3	NM_022904
RASD1	NM_016084
RASD2	NM_014310
RASEF	NM_152573
RASGEF1A	NM_145313
RASGEF1B	NM_152545
RASGEF1C	NM_175062
RASGRF1	NM_002891
RASGRF2	NM_006909
RASGRP1	NM_005739
RASGRP2	NM_153819
RASGRP3	NM_015376
RASGRP4	NM_170604
RASIP1	NM_017805
RASL10B	NM_033315
RASL11A	NM_206827
RASL11B	NM_023940
RASL12	NM_016563
RASSF2	NM_014737
RASSF4	NM_032023
RASSF5	NM_031437
RASSF6	NM_177532
RASSF7	NM_003475
RASSF8	NM_007211
RASSF10	NM_001080521
RAVER1	NM_133452
RAVER2	NM_018211
RAX2	NM_032753
RB1CC1	NM_014781
RBAK	NM_021163
RBBP4	NM_005610
RBBP5	NM_005057
RBBP6	NM_006910
RBBP7	NM_002893
RBBP8	NM_203291
RBBP8P2	NG_024906
RBBP9	NM_006606
RBCK1	NM_031229
RBFA	NM_024805
RBFOX3	NM_001082575
RBKS	NM_022128
RBL1	NM_002895
RBL2	NM_005611
RBM3	NM_006743
RBM4	NM_002896
RBM4B	NM_031492
RBM5	NM_005778
RBM6	NM_005777
RBM7	NM_016090
RBM8A	NM_005105
RBM10	NM_005676
RBM11	NM_144770
RBM11P1	NG_025978
RBM12	NM_006047
RBM12B	NM_203390
RBM14	NM_006328
RBM14-RBM4	NM_001198845.1
RBM15	NM_022768
RBM15B	NM_013286
RBM17	NM_032905
RBM18	NM_033117
RBM19	NM_016196
RBM20	XM_291671
RBM22	NM_018047
RBM22P1	NG_023396
RBM24	NM_153020
RBM25	XM_027330
RBM26	NM_022118
RBM27	XM_291128
RBM28	NM_018077
RBM33	NM_001008408
RBM34	NM_015014
RBM38	NM_183425
RBM39	NM_184237
RBM41	NM_018301
RBM42	NM_024321
RBM43	NM_198557
RBM44	NM_001080504
RBM45	NM_152945
RBM46	NM_144979
RBM47	NM_019027
RBM48	NM_032120
RBMS1	NM_016836
RBMS1P1	NG_000866
RBMS2	NM_002898
RBMS2P1	NG_008697
RBMS3	NM_001003792
RBMX	NM_002139
RBMX2	NM_016024
RBMXL1	NM_019610
RBMXL2	NM_014469
RBMXL3	NM_001145346
RBMXP2	NG_004760
RBMXP3	NR_002197
RBMXP4	XR_037807
RBMY1A1	NM_005058
RBMY1B	NM_001006121
RBMY1D	NM_001006120
RBMY1E	NM_001006118
RBMY1F	NM_152585
RBMY1HP	NM_005404
RBMY1J	NM_001006117
RBMY2AP	NG_003064
RBMY2BP	NM_005405
RBMY2CP	NG_003042
RBMY2DP	NG_003043
RBMY2EP	NR_001574
RBMY2GP	NG_003081
RBMY2HP	NG_003082
RBMY2JP	NG_003083
RBMY2KP	NG_003074
RBMY2MP	NG_003075
RBMY2NP	NG_003084
RBMY2OP	NG_003085
RBMY2QP	NG_003086
RBMY2SP	NG_003087
RBMY2TP	NG_003088
RBMY2UP	NG_003089
RBMY2VP	NG_003090
RBMY2WP	NG_003091
RBMY2XP	NG_003092
RBMY2YP	NG_003070
RBMY3AP	NR_001573
RBP1	NM_002899
RBP2	NM_004164
RBP3	NM_002900
RBP4	NM_006744
RBP5	NM_031491
RBP7	NM_052960
RBPJ	NM_015874
RBPJL	NM_014276
RBPJP1	NG_013295
RBPJP2	NG_001151
RBPJP5	NG_013296
RBPJP6	NG_013297
RBPJP7	NG_013298
RBX1	NM_014248
RC3H1	NM_172071
RC3H2	NM_018835
RCAN3AS	NR_045408
RCBTB1	NM_018191
RCBTB2	NM_001268
RCC1	NM_001269
RCC2	NM_018715
RCCD1	NM_033544
RCE1	NM_005133
RCHY1	NM_015436
RCL1	NM_005772
RCN1	NM_002901
RCN1P2	NG_006546
RCN2	NM_002902
RCN3	NM_020650
RCOR1	NM_015156
RCOR2	NM_173587
RCOR3	NM_018254
RCSD1	NM_052862
RCVRN	NM_002903
RD3	NM_183059
RDH5	NM_002905
RDH13	NM_138412
RDH16	NM_003708
RDM1	NM_145654
RDX	NM_002906
RDXP2	NG_000867
REC8	NM_005132
RECQL	NM_002907
RECQL4	NM_004260
RECQL5	NM_004259
REEP1	NM_022912
REEP2	NM_016606
REEP3	NM_001001330
REEP4	NM_025232
REEP5	NM_005669
REEP6	NM_138393
REG1A	NM_002909
REG1B	NM_006507
REG1P	NR_002714
REG3A	NM_002580
REG3G	NM_198448
REG4	NM_032044
REL	NM_002908
RELA	NM_021975
RELL1	NM_001085400
RELL2	NM_173828
RELN	NM_005045
RELT	NM_032871
REM1	NM_014012
REM2	NM_173527
REN	NM_000537
RENBP	NM_002910
REP15	NM_001029874
REPIN1	NM_014374
REPS2	NM_004726
REREP3	NR_033735
RERG	NM_032918
RERGL	NM_024730
RESP18	NM_001007089
REST	NM_005612
RET	NM_020975
RETN	NM_020415
RETSAT	NM_017750
REXO1	NM_020695
REXO1L1	NM_172239
REXO1L2P	XM_496984
REXO1L3P	XM_496981
REXO1L5P	XM_496983
REXO1L6P	XM_376784
REXO1L7P	XM_496985
REXO1L8	NG_009604.1
REXO2	NM_015523
RFC1	NM_002913
RFC2	NM_181471
RFC3	NM_002915
RFC4	NM_002916
RFC5	NM_007370
RFESD	NM_173362
RFFL	NM_057178
RFK	NM_018339
RFKP1	NG_016107
RFKP2	NG_016114
RFNG	NM_002917
RFPL1	NM_021026
RFPL1-AS1	NR_002727
RFPL2	NM_006605
RFPL3	NM_006604
RFPL3-AS1	NR_001450
RFPL4A	XM_292796
RFPL4B	NM_001013734
RFT1	NM_052859
RFTN1	NM_015150
RFTN1P1	NG_002933
RFTN2	NM_144629
RFWD2	NM_022457
RFWD3	NM_018124
RFX1	NM_002918
RFX2	NM_000635
RFX3	NM_002919
RFX4	NM_032491
RFX5	NM_000449
RFX6	NM_173560
RFX7	NM_022841
RFX8	NM_001145664
RFXANK	NM_003721
RFXAP	NM_000538
RG9MTD1	NM_017819
RG9MTD2	NM_152292
RG9MTD3	NM_144964
RGAG1	NM_020769
RGAG4	NM_001024455
RGCC	NM_014059
RGL1	NM_015149
RGL3	XM_290867
RGL4	NM_153615
RGMA	NM_020211
RGMB	NM_173670
RGN	NM_004683
RGP1	NM_014785
RGPD1	NM_001024457
RGPD2	NM_001078170
RGPD3	XM_929931
RGPD4	XM_496581
RGPD5	NM_005054
RGPD6	NM_001123363
RGPD8	XM_001722279
RGR	NM_002921
RGS1	NM_002922
RGS2	NM_002923
RGS3	NM_017790
RGS4	NM_005613
RGS5	NM_003617
RGS7	NM_002924
RGS7BP	NM_001029875
RGS8	NM_033345
RGS9	NM_003835
RGS9BP	NM_207391
RGS10	NM_002925
RGS12	NM_002926
RGS13	NM_002927
RGS14	NM_006480
RGS16	NM_002928
RGS18	NM_130782
RGS19	NM_005873
RGS22	NM_015668
RGSL1	NM_181572
RHBDD2	NM_020684
RHBDD3	NM_012265
RHBDF1	NM_022450
RHBDF2	NM_024599
RHBDL1	NM_003961
RHBDL2	NM_017821
RHBDL3	NM_138328
RHCE	NM_020485
RHCG	NM_016321
RHD	NM_016124
RHEB	NM_005614
RHEBL1	NM_144593
RHO	NM_000539
RHOA	NM_001664
RHOB	NM_004040
RHOBTB3	NM_014899
RHOC	NM_175744
RHOD	NM_014578
RHOG	NM_001665
RHOH	NM_004310
RHOQ	NM_012249
RHOT1	NM_018307
RHOT1P1	NG_026314
RHOT2	NM_138769
RHOU	NM_021205
RHOXF1	NM_139282
RHOXF2	NM_032498
RHOXF2B	NM_001099685
RHPN2	NM_033103
RHPN2P1	XR_017120
RIBC1	NM_144968
RIBC2	NM_015653
RIC3	NM_024557
RIC8A	NM_021932
RIC8B	NM_018157
RICTOR	NM_152756
RIIAD1	NM_001144956
RILP	NM_031430
RILPL1	NM_178314
RILPL2	NM_145058
RIMBP2	NM_015347
RIMBP3	NM_015672
RIMBP3B	XM_036936
RIMBP3C	XM_036942
RIMKLA	NM_173642
RIMKLB	NM_020734
RIMKLBP1	NG_000912
RIMS2	NM_001100117
RIMS3	NM_014747
RIMS4	NM_182970
RIN1	NM_004292
RINL	NM_198445
RINT1	NM_021930
RIOK1	NM_031480
RIOK2	NM_018343
RIOK3	NM_003831
RIPK1	NM_003804
RIPK3	NM_006871
RIPK4	NM_020639
RIPPLY2	NM_001009994
RIT1	NM_006912
RIT2	NM_002930
RLBP1	NM_000326
RLF	NM_012421
RLFP1	NG_001289
RLIM	NM_016120
RLN2	NM_134441
RLTPR	NM_001013838
RMI1	NM_024945
RMI2	NM_152308
RMND1	NM_017909
RMND5A	NM_022780
RMND5B	NM_022762
RMRP	NR_003051
RMST	NR_024037
RN5-8S1	NR_003285
RN5S1	NR_023363
RN5S2	NR_023364
RN5S3	NR_023365
RN5S4	NR_023366
RN5S5	NR_023367
RN5S6	NR_023368
RN5S7	NR_023369
RN5S8	NR_023370
RN5S9	NR_023371
RN5S10	NR_023372
RN5S11	NR_023373
RN5S12	NR_023374
RN5S13	NR_023375
RN5S14	NR_023376
RN5S15	NR_023377
RN5S16	NR_023378
RN5S17	NR_023379
RN7SK	NR_001445
RN7SL1	NR_002715
RN7SL2	NR_027260
RN7SL4P	NG_002425
RN7SL5P	NG_002426
RN7SL6P	NG_002427
RN7SL7P	NG_002428
RN7SL8P	NG_002429
RN18S1	NR_003286
RN18S2P	NG_002801
RN28S1	NR_003287
RNASE3	NM_002935
RNASE7	NM_032572
RNASE8	NM_138331
RNASE9	NM_001001673
RNASE10	XM_292225
RNASE11	NM_145250
RNASEH1P3	NG_001567
RNASEH2A	NM_006397
RNASEH2B	NM_024570
RNASEH2C	NM_032193
RNASEH2CP1	NG_011584
RNASEK	NM_001004333
RNASEL	NM_021133
RNASET2	NM_003730
RND1	NM_014470
RND2	NM_005440
RND3	NM_005168
RNF2	NM_007212
RNF2P1	NG_008708
RNF4	NM_002938
RNF5	NM_006913
RNF6	NM_005977
RNF7	NM_014245
RNF7P1	NG_030103
RNF11	NM_014372
RNF13	NM_183384
RNF14	NM_004290
RNF17	NM_031994
RNF19A	NM_015435
RNF19B	NM_153341
RNF20	NM_019592
RNF25	NM_022453
RNF26	NM_032015
RNF31	NM_017999
RNF32	NM_030936
RNF34	NM_194271
RNF38	NM_022781
RNF39	NM_170769
RNF40	NM_014771
RNF41	NM_005785
RNF43	NM_017763
RNF103	NM_005667
RNF103-CHMP3	NM_001198954.1
RNF111	NM_017610
RNF112	NM_007148
RNF113A	NM_006978
RNF113B	NM_178861
RNF114	NM_018683
RNF115	NM_014455
RNF121	NM_018320
RNF122	NM_024787
RNF123	NM_022064
RNF125	NM_017831
RNF126	NM_017876
RNF128	NM_024539
RNF130	NM_018434
RNF133	NM_139175
RNF135	NM_032322
RNF138	NM_016271
RNF138P1	NR_001575
RNF139	NM_007218
RNF141	NM_016422
RNF144A	NM_014746
RNF144B	XM_172581
RNF145	NM_144726
RNF146	NM_030963
RNF148	NM_198085
RNF149	NM_173647
RNF150	XM_291090
RNF152	NM_173557
RNF157	XM_290732
RNF165	NM_152470
RNF166	NM_178841
RNF167	NM_015528
RNF168	NM_152617
RNF169	XM_495886
RNF170	NM_030954
RNF175	NM_173662
RNF180	NM_178532
RNF181	NM_016494
RNF182	NM_152737
RNF183	NM_145051
RNF185	NM_152267
RNF186	NM_019062
RNF187	NM_001010858
RNF207	NM_207396
RNF208	NM_031297
RNF212	NM_194439
RNF213	NM_020914
RNF214	NM_001077239
RNF215	NM_001017981
RNF216	NM_207111
RNF216P1	XM_001126561
RNF217	NM_152553
RNF219	NM_024546
RNF220	NM_018150
RNF222	NM_001146684.2
RNF223	NM_001205252
RNF224	NM_001190228
RNFT1	NM_016125
RNFT2	NM_032814
RNGTTP1	NG_025063
RNH1	NM_203389
RNLS	NM_018363
RNMT	NM_003799
RNMTL1	NM_018146
RNPC3	NM_017619
RNPEP	NM_020216
RNPEPL1	NM_018226
RNPS1	NM_080594
RNU1-1	NR_004430
RNU1-2	NR_004427
RNU1-3	NR_004408
RNU1-4	NR_004421
RNU1-5	NR_004400
RNU1-6	NR_030723
RNU1-7	NR_004424
RNU1-8	NR_004402
RNU1-9	NR_004426
RNU1-10P	NG_001259
RNU1-11P	NG_001264
RNU1-13P	NG_001263
RNU1-14P	NG_001262
RNU1-15P	NG_001261
RNU2-1	NR_002716
RNU2-2	NR_002761
RNU3P1	NG_001185
RNU3P3	NG_001254
RNU4-1	NR_003925
RNU4-2	NR_003137
RNU4-3P	NG_001252
RNU4-4P	NG_001251
RNU4-5P	NG_001250
RNU4-8P	NG_001187
RNU4ATAC	NR_023343
RNU5A-1	NR_002756
RNU5B-1	NR_002757
RNU5B-2P	NG_007589
RNU5B-3P	NG_007590
RNU5B-4P	NG_007591
RNU5B-5P	NG_007592
RNU5B-6P	NG_007593
RNU5D-1	NR_002755
RNU5E-1	NR_002754
RNU5F-1	NR_002753
RNU6-1	NR_004394
RNU6-2	NR_002752
RNU6-15	NR_028372
RNU6-21	NR_028369
RNU6-42	NR_028373
RNU6-50	NG_001248
RNU6ATAC	NR_023344
RNU6ATAC2P	NG_007720
RNU6ATAC3P	NG_007721
RNU6ATAC4P	NG_007722
RNU6ATAC5P	NG_007723
RNU7-1	NR_023317
RNU7-2P	NG_007583
RNU7-3P	NG_007584
RNU7-4P	NG_007585
RNU7-5P	NG_007586
RNU7-6P	NG_007587
RNU7-7P	NG_007594
RNU7-8P	NG_007595
RNU7-9P	NG_007596
RNU7-10P	NG_007597
RNU7-11P	NG_007598
RNU7-12P	NG_007599
RNU7-13P	NG_007600
RNU7-14P	NG_007601
RNU7-15P	NG_007602
RNU7-16P	NG_007603
RNU7-17P	NG_007604
RNU7-18P	NG_007605
RNU7-19P	NG_007606
RNU7-20P	NG_007607
RNU7-21P	NG_007608
RNU7-22P	NG_007609
RNU7-23P	NG_007610
RNU7-24P	NG_007611
RNU7-25P	NG_007619
RNU7-26P	NG_007620
RNU7-27P	NG_007621
RNU7-28P	NG_007622
RNU7-29P	NG_007623
RNU7-30P	NG_007624
RNU7-31P	NG_007625
RNU7-32P	NG_007626
RNU7-33P	NG_007627
RNU7-34P	NG_007628
RNU7-35P	NG_007629
RNU7-36P	NG_007630
RNU7-37P	NG_007631
RNU7-38P	NG_007632
RNU7-39P	NG_007633
RNU7-40P	NG_007634
RNU7-41P	NG_007635
RNU7-42P	NG_007636
RNU7-43P	NG_007637
RNU7-44P	NG_007638
RNU7-45P	NG_007639
RNU7-46P	NG_007640
RNU7-47P	NG_007641
RNU7-48P	NG_007642
RNU7-49P	NG_007643
RNU7-50P	NG_007644
RNU7-51P	NG_007669
RNU7-52P	NG_007670
RNU7-53P	NG_007671
RNU7-54P	NG_007672
RNU7-55P	NG_001191
RNU7-56P	NG_007673
RNU7-57P	NG_007674
RNU7-58P	NG_007675
RNU7-59P	NG_007676
RNU7-60P	NG_007677
RNU7-61P	NG_007678
RNU7-62P	NG_007679
RNU7-63P	NG_007680
RNU7-64P	NG_007681
RNU7-65P	NG_007682
RNU7-66P	NG_007683
RNU7-67P	NG_007684
RNU7-68P	NG_001188
RNU7-69P	NG_007685
RNU7-70P	NG_007686
RNU7-71P	NG_007687
RNU7-72P	NG_007688
RNU7-73P	NG_007689
RNU7-74P	NG_007690
RNU7-75P	NG_007691
RNU7-76P	NG_007692
RNU7-77P	NG_007693
RNU7-78P	NG_007694
RNU7-79P	NG_007695
RNU7-80P	NG_007696
RNU7-81P	NG_007697
RNU7-82P	NG_007698
RNU7-83P	NG_007699
RNU7-84P	NG_007700
RNU7-85P	NG_007701
RNU7-86P	NG_001189
RNU11	NR_004407
RNU12	NR_029422
RNU12-2P	NG_013273
RNU105A	NR_004404
RNU105B	NR_004386
RNU105C	NR_004385
RNY1	NR_004391
RNY3	NR_004392
RNY4	NR_004393
RNY4P1	NG_005036
RNY4P2	NG_005037
RNY4P3	NG_005038
RNY4P8	NR_033356
RNY5	NR_001571
ROBO1	NM_002941
ROBO2	XM_031246
ROBO3	XM_370663
ROBO4	NM_019055
ROCK1	NM_005406
ROGDI	NM_024589
ROM1	NM_000327
ROMO1	NM_080748
ROPN1	NM_017578
ROPN1B	NM_001012337
ROPN1L	NM_031916
ROR1	NM_005012
RP1	NM_006269
RP2	NM_006915
RP9	NM_203288
RP9P	NR_003500
RPA1	NM_002945
RPA2	NM_002946
RPA3	NM_002947
RPA4	NM_013347
RPAIN	NM_001033002
RPAP1	NM_015540
RPAP2	NM_024813
RPAP3	NM_024604
RPE	NM_006916
RPE65	NM_000329
RPF1	NM_025065
RPF2	NM_032194
RPGR	NM_000328
RPGRIP1	NM_020366
RPGRIP1L	NM_015272
RPH3A	NM_014954
RPH3AL	NM_006987
RPL3	NM_000967
RPL3L	NM_005061
RPL3P1	NG_000877
RPL3P2	NG_002397
RPL3P3	NG_009544
RPL3P5	NG_010767
RPL3P6	NG_010781
RPL3P7	NG_010941
RPL3P8	NG_009422
RPL3P9	NG_011010
RPL3P10	NG_011223
RPL3P11	NG_010281
RPL3P12	NG_010160
RPL4	NM_000968
